Invoice,Order_Revenue,Items_in_Order,Unique_Products
531420,171.53,86,19
531421,157.49,53,19
531422,249.3,110,6
531423,102.0,40,1
531425,407.55,226,18
531426,397.44,388,24
531427,138.28,36,13
531431,311.62,120,22
531432,210.14000000000001,142,14
531433,668.861,299,38
531435,351.66,280,38
531436,512.3,421,28
531437,737.56,463,42
531438,438.8,268,8
531439,247.96,123,40
531440,303.97,188,56
531441,308.2,196,20
531442,356.8,208,22
531444,161.5,164,14
531445,151.82,126,10
531447,133.45000000000002,59,20
531450,378.35,193,12
531452,136.82,186,8
531453,168.08,114,14
531457,85.6,24,4
531458,303.54,140,17
531459,383.95000000000005,125,15
531460,214.58,204,8
531462,302.1,204,12
531463,143.61,97,10
531464,655.92,528,6
531466,573.96,332,7
531467,817.6800000000001,424,7
531468,522.2,270,42
531469,674.04,676,8
531470,301.25,165,18
531471,0.95,1,1
531472,907.5600000000001,708,9
531474,405.36,936,7
531476,521.68,492,21
531477,715.94,402,54
531478,2253.22,1476,132
531479,320.1,170,13
531480,80.7,12,2
531481,270.05,88,19
531482,264.95,84,8
531484,408.75,199,44
531485,533.86,358,32
531486,127.34,56,13
531487,109.8,13,2
531488,51.0,12,1
531490,318.9,202,48
531491,528.96,112,9
531492,165.20000000000002,56,1
531493,455.63,408,60
531494,75.0,120,2
531495,381.77000000000004,223,27
531496,434.78000000000003,237,88
531506,1293.59,837,60
531507,93.45,110,8
531508,1041.98,398,39
531509,340.02,150,9
531510,363.40000000000003,104,15
531511,105.30000000000001,30,3
531512,183.9,98,10
531513,527.94,215,85
531515,1786.02,68,2
531543,212.78,145,54
531544,2807.9,4020,14
531545,443.64,196,6
531547,100.35,5,2
531548,126.72,84,3
531549,1.1,2,2
531550,138.8,63,7
531551,410.9,230,16
531552,317.95,79,9
531553,382.5,164,22
531554,43.5,42,3
531556,405.44,272,4
531558,1115.46,230,12
531559,102.0,12,1
531560,29.09,25,6
531561,4098.96,2232,8
531562,307.67,325,26
531564,229.5,100,15
531566,304.56,258,15
531567,358.40000000000003,102,18
531568,819.35,332,45
531570,227.4,244,16
531571,314.75,149,12
531572,366.0,120,2
531573,330.0,200,1
531574,204.0,80,1
531575,366.0,120,2
531577,576.0,800,3
531578,712.32,672,1
531579,10.9,4,4
531580,356.07,237,47
531581,748.73,441,19
531582,193.6,100,7
531584,76.32000000000001,72,1
531586,677.96,708,14
531641,1060.2,544,11
531672,385.9,204,43
531724,192.55,120,35
531726,465.4,194,52
531727,375.45,169,18
531728,583.44,440,69
531729,180.48,72,7
531730,288.39,154,16
531731,667.54,356,36
531732,714.82,186,31
531733,1729.23,684,26
531734,235.7,96,27
531735,49.95,1,1
531736,443.1,297,24
531737,141.7,38,15
531738,158.32,77,40
531739,162.38,66,37
531740,31.5,75,1
531741,1119.16,470,42
531742,111.15,101,21
531744,102.6,20,4
531745,1915.4,966,52
531746,229.4,96,51
531747,229.9,116,21
531748,329.6,9,2
531750,280.28,143,51
531753,193.38,235,30
531754,135.7,28,9
531756,171.71,108,23
531759,226.91,110,30
531760,830.8000000000001,326,18
531761,93.45,27,5
531762,894.38,754,10
531763,969.48,589,55
531764,30.0,24,1
531766,341.0,94,9
531767,424.13,229,50
531768,148.87,116,69
531769,260.61,138,14
531770,273.85,104,39
531771,440.02,330,24
531772,266.38,148,37
531773,756.76,504,38
531774,1036.2,648,49
531776,1379.68,970,78
531777,297.0,60,1
531778,180.6,41,5
531779,246.44,289,9
531782,338.59,224,87
531785,499.45000000000005,309,9
531789,306.9,147,36
531791,916.0500000000001,405,35
531792,1331.38,570,126
531799,3119.0,1376,27
531800,654.66,344,40
531802,29.700000000000003,6,1
531803,115.66,108,14
531804,476.74,254,76
531805,249.84,115,33
531806,125.05,46,20
531808,136.25,73,22
531809,653.1,310,19
531812,267.59,265,18
531814,18.9,90,1
531815,201.42999999999998,55,10
531816,319.92,456,3
531818,339.94,1500,29
531819,197.64,48,7
531820,231.34,70,14
531824,351.90000000000003,140,17
531825,831.36,623,46
531826,217.39999999999998,196,14
531827,432.02,208,12
531829,88.0,32,1
531831,498.0,252,15
531832,50.400000000000006,24,2
531833,167.4,52,2
531834,221.75,101,11
531835,141.12,96,4
531836,167.85,43,10
531837,3525.52,1520,16
531838,497.0,388,4
531839,1402.8000000000002,600,2
531840,1196.48,352,3
531842,942.8,515,32
531844,397.59999999999997,208,4
531849,308.5,178,9
531851,310.18,227,22
531852,338.5,84,14
531853,197.31,145,11
531854,113.15,35,17
531855,237.6,56,4
531856,19.95,1,1
531857,500.41,223,29
531861,2287.2599999999998,1285,28
531863,172.6,95,61
531864,195.0,52,6
531865,201.3,135,20
531866,18122.17,3976,13
531867,1061.8400000000001,410,4
531868,154.95,103,13
531869,892.1500000000001,763,45
531870,1963.1999999999998,1624,3
531872,360.0,500,1
531875,330.35,509,23
531881,264.0,112,4
531894,467.8,204,16
531897,63.6,8,2
531900,241.54,124,54
531903,644.89,291,29
531910,1003.61,484,30
531915,80.28,88,7
531918,57.4,4,3
531922,695.3,442,135
531935,518.6500000000001,143,13
531945,305.54,194,15
531947,504.89,185,49
531950,765.0,100,1
531951,183.65,73,20
531957,765.0,100,1
531960,978.23,694,53
531963,382.5,50,1
531971,1121.14,434,50
531972,75.0,40,2
531976,117.0,60,5
531985,809.58,825,9
532004,688.25,427,45
532010,476.44,239,105
532011,61.800000000000004,20,4
532012,159.9,2,1
532013,27.0,4,1
532016,175.9,121,26
532017,39.45,9,5
532018,431.85,299,13
532019,389.5,159,21
532020,426.1,252,29
532021,239.08,87,22
532022,346.41,187,9
532023,197.28,133,41
532024,238.44,100,13
532025,126.3,38,11
532026,369.95,119,15
532028,183.6,72,1
532029,213.62,246,3
532030,178.99,80,13
532032,400.8,240,3
532033,260.42,136,26
532034,174.26,67,41
532035,60.48,288,1
532036,134.25,43,5
532037,210.15,89,10
532038,345.0,96,28
532039,502.08000000000004,288,6
532040,24.849999999999998,3,3
532042,430.16,186,34
532043,32.8,4,2
532044,193.01,104,38
532045,96.36,28,1
532046,566.4000000000001,192,1
532047,419.7000000000001,6,1
532048,849.72,512,27
532049,562.3199999999999,524,8
532050,243.3,209,17
532051,609.58,313,31
532052,481.84000000000003,252,23
532053,329.64,204,3
532054,580.0,400,1
532055,821.06,816,122
532056,1445.69,463,49
532057,152.41,133,31
532058,339.0,184,21
532059,245.76,304,25
532060,269.1,114,12
532061,316.2,108,4
532062,240.60000000000002,132,6
532068,183.47,114,46
532074,7.95,1,1
532076,635.13,347,73
532081,115.95,47,8
532082,9.95,1,1
532083,1400.44,724,93
532084,70.80000000000001,24,2
532085,1063.94,490,15
532087,1169.15,595,70
532088,358.25,89,10
532089,246.21,141,18
532090,381.09000000000003,142,44
532091,321.7,187,29
532092,307.55,149,20
532093,275.8,176,4
532094,52.4,8,2
532095,265.27,132,42
532096,106.77,43,26
532097,5.95,1,1
532099,1.95,1,1
532100,365.28,192,3
532101,160.91,183,31
532103,323.8,100,9
532104,166.6,94,9
532105,309.75,141,18
532106,508.63,373,27
532107,722.03,371,29
532108,16.95,1,1
532109,1248.42,370,31
532113,151.05,35,28
532114,374.92,440,51
532115,51.84,72,1
532116,595.5,150,12
532117,89.69999999999999,6,1
532118,308.8,312,3
532119,392.88,456,4
532120,502.52,300,31
532121,135.3,78,5
532122,308.24,286,14
532123,634.74,178,10
532124,250.2,36,1
532125,291.3,190,10
532126,408.13,247,26
532127,271.1,126,40
532128,304.2,114,19
532129,304.96,112,15
532131,414.25,81,15
532137,303.45,131,17
532140,4027.5,2350,5
532141,1195.0,700,4
532143,448.55,208,66
532145,115.57000000000001,44,19
532146,786.7,387,54
532147,341.35,164,27
532148,262.36,172,5
532149,285.94,222,11
532150,330.41,172,89
532151,851.76,248,14
532152,232.93,102,64
532153,334.08,243,12
532158,175.32,142,44
532159,317.15999999999997,218,20
532162,59.2,20,4
532163,2552.79,885,25
532169,443.88,170,26
532171,225.6,154,13
532180,52.8,48,4
532188,420.54,331,17
532229,394.97,221,23
532233,483.72999999999996,266,40
532239,123.4,111,17
532247,360.0,1440,1
532252,2318.95,991,90
532253,230.4,168,9
532254,98.9,22,2
532263,354.24,282,26
532265,1.9,2,1
532279,115.17,15,9
532282,1508.35,629,31
532284,88.05,15,4
532285,666.72,528,2
532286,264.4,28,5
532287,350.4,32,1
532288,332.89,125,57
532289,570.26,352,22
532290,502.1,168,17
532291,205.8,139,30
532292,226.0,116,15
532293,68.81,40,14
532295,204.25,99,12
532296,3465.0,2100,8
532297,1206.75,750,147
532298,334.63,161,16
532299,321.56,264,64
532300,244.79999999999998,288,3
532301,24.05,5,4
532302,376.25,225,16
532303,10.5,25,1
532305,2301.96,730,20
532306,504.54,298,80
532307,560.93,219,40
532308,385.65,93,9
532309,15.9,2,1
532310,34.0,4,2
532311,259.17,54,28
532312,591.96,612,13
532315,201.27,89,27
532316,741.59,312,40
532317,1092.81,872,55
532318,609.95,233,30
532319,309.77,219,37
532324,157.32,108,3
532325,728.87,579,38
532328,290.65000000000003,167,18
532330,121.65,69,6
532336,302.8,160,16
532337,263.54,103,54
532338,337.66,210,18
532339,192.60000000000002,84,2
532340,471.84,362,29
532342,139.64999999999998,17,2
532344,76.5,6,1
532346,1311.6,544,10
532347,81.65,43,5
532348,376.23,169,15
532349,128.07,35,20
532350,513.08,365,78
532351,600.05,133,38
532352,7.95,1,1
532354,1079.6,456,8
532355,232.4,65,13
532356,216.0,112,7
532357,200.75,93,14
532358,4176.0,2880,1
532360,25.8,4,1
532361,173.05,36,6
532363,106.80000000000001,72,3
532364,516.36,374,56
532365,31.5,16,6
532366,393.15000000000003,123,20
532369,565.94,160,29
532370,395.03000000000003,285,17
532371,577.15,580,36
532373,32.8,6,2
532377,295.6,218,16
532382,1215.15,583,89
532384,610.0600000000001,456,19
532386,200.47,107,11
532391,454.11,229,107
532408,23.9,8,5
532416,176.5,96,11
532418,543.6,105,14
532420,309.28999999999996,99,13
532421,962.97,1245,56
532422,303.26,258,14
532423,155.65,63,11
532424,301.05,167,18
532425,225.35000000000002,75,13
532427,330.83000000000004,159,17
532428,250.85,52,7
532429,230.68,70,28
532430,143.75,77,6
532431,72.5,50,1
532432,529.2,217,12
532433,76.32000000000001,72,1
532434,171.45000000000002,139,9
532435,209.92,112,13
532436,115.8,49,2
532437,215.22,246,46
532438,182.08,118,53
532440,170.3,34,31
532443,690.79,535,42
532445,187.3,58,45
532449,1336.35,611,34
532452,23.6,8,1
532470,665.7,305,25
532475,50.4,48,2
532478,79.86,78,3
532482,59.92,8,1
532486,453.1,288,26
532494,231.10999999999999,136,36
532512,284.3,650,4
532541,100.8,48,1
532542,285.0,76,6
532543,63.6,8,2
532544,249.58,370,23
532545,89.65,43,7
532546,286.68,208,13
532547,12.6,6,1
532548,251.72,242,47
532549,118.65,58,16
532550,12.6,6,1
532551,499.98,205,26
532553,317.4,116,4
532554,460.65999999999997,322,54
532555,305.0,68,6
532556,271.27,261,20
532557,559.93,280,52
532558,340.1,138,19
532559,472.5,162,2
532560,534.0,168,2
532562,161.6,54,39
532563,101.4,84,5
532564,379.6,176,10
532565,442.59000000000003,205,9
532566,637.9399999999999,351,25
532567,298.85,111,23
532568,130.35,87,5
532569,104.12,62,7
532570,285.85,55,17
532571,414.48,150,30
532572,159.86,109,42
532573,291.79,161,17
532574,184.66,98,27
532575,15.3,6,1
532577,312.76,219,70
532578,106.05,131,20
532579,125.94,44,5
532580,144.6,34,8
532581,359.24,1034,9
532582,5398.24,2152,6
532584,280.32,224,3
532585,1084.6200000000001,589,17
532587,289.58,128,34
532588,90.0,72,1
532589,444.5,70,2
532590,202.5,30,1
532591,732.0,232,5
532592,135.0,20,1
532593,538.4,226,19
532594,308.70000000000005,166,19
532595,180.51,80,27
532598,16.35,3,1
532599,441.88,138,9
532606,395.32,209,44
532607,761.6,368,34
532609,300.22,190,14
532610,96.45,21,2
532612,284.24,302,34
532626,549.87,307,32
532629,643.71,539,25
532634,317.73,291,6
532635,1250.45,770,42
532636,509.9,237,29
532637,15.0,1,1
532638,158.96,166,9
532639,338.68,136,10
532641,162.82,102,6
532643,612.0,72,1
532646,100.45,35,7
532647,284.5,120,26
532648,264.0,2400,1
532649,17.9,2,1
532650,311.87,45,4
532651,188.67000000000002,58,7
532652,84.60000000000001,24,2
532653,318.04,88,18
532654,237.84,264,24
532655,307.43,155,24
532657,372.0,135,32
532658,163.2,64,1
532659,279.44,134,53
532660,395.17,131,19
532661,246.75,111,38
532662,367.05,213,36
532663,1343.9,528,45
532664,132.82999999999998,69,25
532665,241.3,85,65
532666,173.35,73,48
532667,164.87,97,49
532668,176.1,62,9
532670,157.63,141,8
532671,590.2,307,68
532672,309.16,138,21
532673,172.25,67,30
532677,1253.3700000000001,441,25
532678,344.0,228,21
532679,301.11,173,40
532680,611.29,475,70
532681,177.25,83,44
532682,171.58,107,22
532692,154.5,58,14
532699,207.71,108,12
532711,269.1,88,7
532719,481.3,190,18
532723,333.82,222,16
532725,690.49,410,41
532738,280.94,79,21
532741,511.0,164,5
532745,112.45,31,18
532746,588.11,325,21
532747,171.4,50,15
532748,252.5,38,23
532749,1370.16,996,18
532750,333.3,158,23
532751,50.400000000000006,24,2
532752,327.99,155,17
532753,144.0,80,7
532754,237.9,88,25
532755,431.81,221,64
532756,839.36,408,50
532757,140.49,57,48
532758,463.81,371,15
532759,242.05,120,18
532760,54.6,20,8
532761,244.19,228,15
532762,421.8,194,18
532763,138.81,35,26
532764,228.52,184,94
532794,82.65,15,4
532795,201.15,38,5
532796,307.45,159,11
532798,705.62,342,67
532799,279.0,207,63
532800,33.9,2,1
532801,800.61,469,80
532802,119.57,85,27
532803,166.6,24,10
532804,252.44,184,29
532805,72.6,44,3
532806,180.78,92,10
532807,496.5,220,76
532808,298.04,114,49
532809,243.89000000000001,175,49
532810,402.32,223,103
532811,308.67,107,13
532812,25.42,10,2
532813,383.33,209,20
532814,233.37,119,8
532815,75.6,72,2
532816,321.91,123,23
532817,835.52,566,55
532818,43.44,16,16
532819,504.58,256,95
532821,578.14,436,137
532822,1122.48,504,4
532823,2716.34,1608,38
532824,268.5,213,16
532825,66.15,45,5
532827,79.14,94,9
532828,159.94,126,12
532829,3092.4,1848,10
532844,241.7,96,4
532846,269.15000000000003,117,13
532849,507.6,121,16
532850,171.1,140,16
532851,6.75,1,1
532853,2442.0,696,5
532856,128.6,80,17
532871,246.9,88,16
532892,324.81,265,17
532896,164.18,72,8
532901,684.4200000000001,425,28
532905,274.29,103,52
532935,669.25,227,23
532950,329.62,164,15
532951,83.0,20,2
532952,70.6,37,2
532954,49.0,18,3
532955,1140.15,352,35
532956,1185.1799999999998,630,4
532957,140.75,29,13
532959,306.82,336,21
532960,121.68,72,1
532961,1452.3,696,38
532962,68.0,8,1
532963,344.16,169,62
532964,1008.34,325,118
532965,326.22,216,69
532966,213.2,119,38
532968,320.01,195,21
532969,252.88,130,49
532971,166.05,67,9
532972,153.05,72,22
532973,156.62,144,25
532974,144.9,80,7
532975,252.0,14,1
532976,152.15,64,18
532977,216.23,154,34
532978,258.65,178,41
532979,207.09,144,50
532980,346.73,239,21
532981,261.06,78,14
532982,110.5,28,9
532983,924.07,397,50
532984,152.2,24,9
532985,402.6,234,38
532986,250.20000000000002,106,21
532988,33.8,4,2
532989,462.97,261,53
532990,481.58000000000004,153,51
532991,282.12,180,5
532992,83.85,23,6
532993,3751.7,2135,200
532994,357.15000000000003,135,24
532995,276.27,109,25
532996,17.0,4,1
532997,81.5,26,19
532998,504.0,192,4
532999,286.72,162,13
533000,322.81,276,79
533001,364.4,138,21
533003,222.20000000000002,189,37
533004,395.53,137,57
533005,98.1,38,15
533006,195.70000000000002,104,19
533007,50.9,22,9
533008,3.9,2,2
533009,1228.8000000000002,888,8
533010,550.45,251,17
533012,398.5,196,24
533013,150.6,116,7
533022,134.43,54,33
533025,326.61,191,18
533026,271.77,153,11
533029,1089.93,415,34
533038,156.75,41,6
533041,132.12,90,15
533047,1089.24,612,9
533053,641.4,280,55
533057,72.48,66,5
533058,75.60000000000001,36,1
533059,186.60000000000002,36,2
533060,325.44,96,1
533063,218.1,140,15
533064,479.09,261,47
533066,243.35,97,40
533067,911.12,706,79
533069,239.93,141,32
533070,475.95,129,49
533071,30.0,24,1
533072,35.62,18,12
533073,26.25,5,5
533074,2561.94,2392,96
533075,616.25,425,2
533076,141.6,64,3
533077,142.9,30,4
533078,765.9,323,6
533079,235.25,93,11
533080,849.07,455,42
533082,143.55,42,18
533083,749.8,246,28
533084,171.06,112,6
533085,111.89,63,15
533086,96.9,22,4
533087,204.0,36,10
533088,11229.99,3878,164
533089,44.9,2,2
533091,408.25,175,20
533092,360.86,438,23
533093,268.84000000000003,166,13
533094,548.64,144,2
533095,164.39,433,8
533096,666.57,372,34
533097,288.8,106,10
533098,403.8,104,5
533101,271.0,200,2
533102,192.27,120,38
533103,192.9,103,15
533104,417.8,214,22
533105,17.700000000000003,6,1
533106,710.1,480,37
533110,175.2,16,1
533112,177.1,105,32
533113,163.11,108,37
533114,419.21999999999997,324,114
533115,412.54,402,20
533120,4604.38,2350,24
533123,247.86,130,5
533127,355.15000000000003,249,21
533128,242.49,75,12
533130,128.3,66,8
533131,48.75,5,2
533132,218.63000000000002,188,16
533133,410.24,832,115
533134,825.94,324,45
533135,39.35,5,3
533136,1792.81,1645,50
533137,72.37,38,25
533138,439.59999999999997,274,10
533139,76.03999999999999,29,20
533140,404.55,247,70
533141,62.79,39,17
533142,151.08,180,13
533143,1055.0,408,26
533144,389.3,172,17
533146,281.7,70,3
533147,197.20000000000002,80,4
533148,462.08,820,22
533149,185.76,107,20
533152,327.78,164,47
533154,1322.33,695,64
533156,188.25,82,10
533158,298.18,128,23
533160,499.9,372,29
533161,525.97,227,34
533162,850.0,1,1
533186,87.92,50,5
533187,500.28000000000003,165,61
533188,301.45,117,14
533206,112.8,40,3
533211,553.2,536,3
533254,306.0,72,1
533262,302.40000000000003,144,1
533266,127.96,113,6
533278,418.62,490,62
533280,3924.42,3570,16
533281,239.46,258,18
533288,700.89,245,45
533289,325.0,120,17
533290,818.89,403,36
533291,394.75,109,7
533292,804.1,922,6
533293,309.68,394,19
533294,1547.52,1072,69
533295,119.92,144,33
533299,398.34,268,29
533300,488.88,168,5
533301,1267.53,710,118
533302,359.1,160,15
533311,221.88,119,59
533313,598.64,137,18
533314,307.12,208,21
533315,450.14,197,23
533316,876.36,312,5
533318,718.44,628,9
533320,214.35,481,3
533325,572.02,286,6
533326,293.74,218,14
533328,65.70000000000002,24,4
533330,418.24,250,10
533333,477.5,262,19
533336,1552.23,1062,77
533337,316.1,116,16
533339,314.40000000000003,128,17
533340,118.2,28,3
533341,170.45000000000002,35,9
533342,305.04,171,19
533343,361.31,245,14
533345,75.6,72,3
533346,110.69999999999999,180,10
533349,60.67999999999999,16,3
533350,107.42,132,7
533351,303.18,438,17
533352,646.0,280,2
533353,369.90000000000003,122,13
533354,95.4,12,2
533355,7611.82,4978,36
533356,55.800000000000004,16,3
533357,304.55,155,15
533358,643.0,128,24
533359,5.9,2,1
533361,2.95,1,1
533362,694.6,1092,5
533365,234.18,136,26
533366,385.02,244,26
533368,1109.24,448,15
533369,177.5,90,12
533370,755.0,3,2
533372,452.68,200,22
533373,479.80000000000007,212,16
533374,875.8100000000001,487,56
533375,188.9,199,6
533376,754.7,338,19
533379,111.97,97,17
533380,223.22,99,25
533381,524.65,543,106
533396,278.7,78,8
533405,43.2,20,3
533409,25.200000000000003,12,1
533423,765.59,495,54
533444,464.28000000000003,372,27
533446,75.9,26,3
533447,559.95,119,48
533448,457.88,208,19
533449,165.57,55,9
533452,767.8,244,17
533457,190.4,32,1
533458,231.42,121,67
533459,813.5,274,17
533460,725.88,334,59
533461,645.88,276,24
533462,252.79,245,32
533463,87.6,96,8
533466,883.54,466,24
533468,27.0,4,1
533469,195.04,118,17
533471,160.0,102,11
533472,765.36,624,34
533473,300.24,168,9
533474,214.9,105,35
533475,142.8,29,10
533476,371.0,106,47
533477,129.05,52,21
533478,156.34,330,11
533479,180.0,250,1
533480,11.65,3,3
533481,237.98000000000002,205,15
533482,174.44,120,13
533483,322.25,107,14
533484,1411.3600000000001,520,11
533485,170.5,74,28
533486,194.20000000000002,123,31
533487,456.40000000000003,194,25
533488,301.3,132,18
533489,197.5,129,12
533490,321.24,439,20
533491,48.79,19,13
533492,115.55,33,7
533495,171.81,131,7
533496,641.0600000000001,553,34
533498,206.6,232,12
533499,287.25,115,17
533500,163.3,166,11
533501,139.09,109,32
533502,203.45,63,9
533503,548.36,313,48
533504,133.25,51,6
533505,329.3,201,56
533506,336.36,246,22
533507,18.6,4,1
533508,405.0,60,6
533509,751.15,303,40
533510,283.48,236,47
533511,140.66,94,6
533516,2318.27,1441,35
533521,188.22,114,6
533525,101.16,60,5
533528,500.19100000000003,284,30
533529,312.75,137,8
533530,437.41,781,19
533531,100.8,20,6
533532,42.6,24,2
533533,211.92,248,11
533534,315.0,160,6
533535,104.49000000000001,16,16
533538,208.20000000000002,60,3
533539,197.5,74,6
533540,351.2,240,14
533541,399.9,62,4
533542,260.1,102,1
533543,198.59,343,25
533544,38.95,15,9
533545,538.3499999999999,101,8
533546,299.82,238,25
533547,1006.36,778,101
533548,311.15999999999997,338,12
533549,134.35,75,26
533550,333.13,115,25
533551,190.53,102,21
533553,114.15,48,12
533554,352.78000000000003,295,35
533555,386.4,34,2
533556,516.6,192,9
533557,170.70000000000002,10,3
533558,285.37,167,16
533560,228.7,98,6
533561,655.64,291,30
533562,371.1,114,10
533563,130.20000000000002,68,7
533565,29.85,3,1
533568,346.07,282,24
533569,240.48,163,53
533570,377.06,256,17
533571,175.8,60,11
533572,448.04,244,25
533573,837.62,669,65
533574,117.6,34,7
533575,146.01,113,10
533576,695.17,313,20
533577,1422.95,484,55
533578,174.9,54,12
533579,513.16,100,7
533580,244.51,159,42
533581,179.05,90,59
533582,11.9,2,1
533583,195.0,100,2
533584,230.12,132,8
533585,190.20000000000002,40,22
533586,153.4,72,9
533588,803.9999999999999,240,2
533589,302.04,152,15
533591,403.92,187,24
533592,189.93,175,42
533593,382.2,216,23
533594,122.81,74,31
533595,1070.63,660,27
533596,360.0,202,2
533597,467.94,189,42
533598,111.5,70,17
533599,200.5,50,8
533624,556.12,218,8
533625,662.4000000000001,192,1
533644,158.69,113,19
533647,264.85,75,19
533658,295.13,189,19
533661,458.28,511,25
533670,123.2,36,12
533679,312.01,83,9
533691,273.31,249,28
533700,558.0,360,3
533711,347.0,204,4
533717,933.77,383,99
533730,180.34,149,29
533731,307.25,85,17
533733,120.4,104,7
533734,660.71,291,12
533735,129.04,72,4
533736,108.84,39,20
533738,127.0,60,6
533739,304.56,120,3
533741,833.33,575,37
533750,1050.47,913,133
533754,565.03,221,33
533755,246.48000000000002,130,59
533756,71.65,35,4
533757,1331.04,208,4
533759,688.4,434,35
533760,116.4,44,7
533761,519.46,220,71
533763,800.1,302,11
533764,339.6,112,6
533765,176.40000000000003,84,5
533766,1128.0,600,1
533767,1034.76,848,33
533769,128.45,35,4
533771,283.39,78,28
533776,123.3,86,6
533779,432.94,274,28
533781,403.38,342,15
533782,479.51,333,31
533783,365.82,225,26
533784,164.28,90,5
533785,464.75,329,27
533786,565.74,378,11
533788,143.95000000000002,65,8
533790,314.3,261,13
533791,365.3,98,17
533792,169.23,121,9
533793,191.19,189,6
533794,163.18,50,24
533795,370.0,174,20
533796,227.15,85,18
533797,350.3,285,12
533798,339.75,209,19
533799,686.79,472,40
533800,160.93,69,23
533803,510.25,287,48
533805,65.34,30,4
533806,78.75,41,5
533815,314.2,271,15
533816,302.6,177,15
533818,853.86,373,25
533819,405.58000000000004,246,17
533820,2977.73,1191,36
533821,759.1800000000001,334,19
533822,539.4,168,18
533824,268.0,2,2
533825,34.0,2,1
533826,180.1,23,5
533827,538.64,181,15
533828,423.0,181,21
533829,135.78,138,3
533830,12.6,6,1
533831,44.35,5,3
533832,296.4,86,9
533835,88.5,30,1
533836,241.6,126,9
533837,421.2,224,7
533838,159.7,52,9
533839,44.55,9,3
533841,491.81,314,110
533842,112.65,67,19
533849,551.5,374,26
533860,300.37,200,45
533862,620.1600000000001,1632,2
533877,867.3,483,52
533879,103.34,53,12
533880,454.20000000000005,132,7
533885,126.52,110,25
533896,786.08,354,46
533898,336.35,149,11
533904,286.39,168,81
533906,186.9,42,19
533915,149.15,68,17
533920,210.44,111,30
533934,114.71000000000001,70,16
533947,207.22,73,38
533948,116.22999999999999,58,24
533949,378.48,176,22
533950,76.15,33,5
533951,167.8,116,9
533952,1825.08,1145,8
533953,1050.76,560,18
533954,172.8,159,12
533955,308.69,143,27
533956,238.11,272,22
533957,234.19,180,40
533959,1040.0,508,40
533960,163.6,24,7
533961,123.24,65,19
533962,358.28999999999996,307,35
533963,9.58,10,6
533967,346.94,158,19
533968,227.43,111,46
533969,237.19,103,53
533971,14.75,5,1
533972,943.0600000000001,480,28
533973,791.01,407,89
533974,177.34,144,34
533975,431.4,102,15
533977,285.55,207,24
533978,740.0,350,17
533979,266.8,120,39
533980,126.35000000000001,53,10
533981,540.0400000000001,520,7
533982,540.0,120,9
533983,6.3,30,1
533984,306.0,120,3
533986,280.76,161,33
533987,170.20000000000002,52,6
533988,29.7,10,6
533989,643.62,366,9
533990,178.95000000000002,39,10
533991,30.0,24,1
533996,1563.65,693,61
533999,437.37,299,13
534002,461.73,167,18
534003,717.63,370,71
534008,556.36,274,29
534011,622.56,558,12
534020,107.01,79,27
534021,212.70000000000002,87,12
534028,416.52000000000004,216,6
534030,605.4,421,36
534033,459.15999999999997,251,22
534034,616.02,814,9
534035,885.33,619,56
534036,672.0,1680,1
534037,224.51,289,15
534039,79.2,16,1
534040,22.5,6,1
534041,418.87,467,34
534044,2.1,1,1
534046,100.91,62,8
534047,124.86999999999999,101,21
534048,1190.3999999999999,192,2
534049,836.08,496,19
534050,332.61,147,17
534051,353.23,119,15
534052,28.0,14,10
534053,116.15,58,19
534054,494.40000000000003,267,51
534055,553.2,264,14
534056,100.2,68,5
534057,302.58000000000004,206,12
534058,125.30000000000001,46,7
534059,229.55,70,50
534060,236.0,20,7
534061,1277.6200000000001,474,46
534062,227.35,84,45
534064,224.5,135,18
534065,222.4,100,13
534066,371.57,213,82
534067,119.34,72,14
534068,233.84,124,15
534069,68.55,13,2
534070,412.35,171,12
534071,378.5,106,23
534072,127.5,10,1
534073,121.65,87,9
534083,540.6,346,40
534091,358.56,218,45
534108,61.5,10,4
534109,466.3,164,19
534111,130.8,24,5
534112,145.89,93,20
534114,779.62,372,52
534141,511.99,285,75
534143,225.05,64,10
534154,454.58,303,107
534155,292.2,121,37
534156,322.53000000000003,108,13
534157,230.88,212,25
534158,299.64,173,38
534160,147.27,51,36
534161,306.85,105,15
534162,383.96999999999997,192,24
534163,317.01,306,16
534164,736.06,394,154
534165,205.01999999999998,129,40
534166,490.49,301,22
534167,347.55,185,10
534168,549.8100000000001,460,90
534169,312.55,139,18
534170,114.1,71,23
534171,644.9,381,22
534172,1113.3799999999999,1172,71
534173,87.0,36,4
534174,126.11,83,21
534175,167.85,80,34
534176,108.9,368,11
534177,278.85,143,41
534178,155.19,99,35
534179,311.14,68,20
534180,225.61,161,20
534181,346.4,279,20
534182,194.45,88,20
534183,248.75,65,13
534184,579.4,331,26
534185,382.90999999999997,192,43
534186,186.1,98,12
534187,1191.23,628,181
534188,716.32,407,103
534189,3.75,1,1
534190,330.35,145,16
534191,176.9,76,12
534192,85.9,74,3
534193,197.5,63,25
534194,271.77,170,83
534195,268.2,234,14
534196,234.5,90,32
534197,72.2,50,5
534198,163.45,93,11
534200,431.95000000000005,221,25
534201,342.55,430,40
534202,233.0,180,5
534203,175.9,68,39
534204,311.1,128,19
